point_id,point_name,timestamp,value,data_type
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-07-09 15:27:34,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-07-09 15:35:26,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-07-09 15:37:23,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-07-09 15:38:54,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-07-09 15:44:34,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-07-17 10:33:55,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-07-17 10:33:55,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-07-18 10:23:38,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-07-23 13:35:03,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-07-23 13:35:33,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-07-23 13:36:53,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-07-23 13:37:33,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-07-23 13:38:53,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-07-23 13:39:23,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-07-23 13:43:53,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-07-23 13:46:43,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-07-24 10:26:04,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-07-27 13:32:50,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-07-31 11:31:25,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-07-31 12:22:26,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-08-03 10:47:58,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-08-03 10:49:48,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-08-03 11:00:18,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-08-03 11:06:38,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-08-03 11:19:08,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-08-03 11:22:58,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-07 05:57:53,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-07 05:58:23,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-19 03:17:52,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-19 18:14:57,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-19 18:21:37,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-09-20 00:11:03,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-09-20 08:55:12,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-20 12:08:15,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-20 18:49:02,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-09-21 02:34:10,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-09-21 09:07:56,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-21 12:41:30,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-21 16:36:34,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-09-21 21:54:59,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-09-22 07:21:29,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-25 10:33:45,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-30 06:42:02,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-30 10:04:56,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-30 10:22:06,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-30 11:56:58,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-30 19:02:35,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-30 19:05:15,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-30 19:14:15,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-30 20:05:56,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-30 20:15:16,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-30 20:45:27,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-30 21:16:07,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-09-30 21:46:08,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-01 00:17:50,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-01 02:19:32,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-01 03:13:03,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-01 03:20:23,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-01 03:41:04,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-01 03:51:54,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-01 04:11:14,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-01 07:14:57,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-01 08:16:18,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-01 08:36:08,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-02 04:48:09,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-02 06:40:11,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-02 08:21:33,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-02 14:11:58,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-02 18:36:13,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-10-02 23:10:28,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-10-03 09:09:38,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-03 11:42:00,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-03 18:28:17,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-03 18:59:08,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-03 19:08:58,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-03 19:09:28,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-03 19:18:58,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-03 20:13:39,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-03 20:20:09,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-10-04 00:15:43,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-10-04 09:32:02,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-04 13:45:56,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-04 17:39:40,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-04 21:13:44,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-04 21:19:44,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-10-04 22:44:16,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-10-05 09:11:26,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-05 09:11:46,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-05 09:17:46,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-05 09:52:37,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-05 10:14:37,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-05 10:43:28,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-05 18:42:06,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-05 18:45:46,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-05 18:52:16,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-05 18:52:36,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-05 19:12:36,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-05 20:06:37,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-05 21:08:28,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-05 22:16:19,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-05 22:22:19,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-10-05 23:31:01,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-10-06 00:01:01,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-10-06 00:07:11,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-10-06 08:45:30,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-06 08:45:50,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-09 05:49:40,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-09 06:20:00,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-09 10:15:14,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-09 10:23:54,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-13 22:17:43,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-14 00:20:55,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-14 01:53:47,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-14 06:28:42,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-14 06:35:22,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-14 07:09:32,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-14 07:15:42,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-10-14 07:15:42,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-10-14 09:07:24,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-14 09:17:35,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-14 09:23:35,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-14 10:18:36,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-14 10:24:36,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-14 10:59:16,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-14 23:11:59,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-15 03:47:43,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-15 04:15:54,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-15 04:27:44,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-10-15 04:39:54,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-15 04:39:54,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-10-15 08:43:48,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-15 08:44:08,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-16 17:24:51,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-16 18:14:22,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-16 18:44:03,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-16 19:05:03,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-16 19:58:54,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-10-17 02:43:51,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-10-17 05:49:04,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-19 17:55:25,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-20 07:52:59,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-20 18:48:20,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-25 18:22:51,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-25 19:21:22,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-25 20:21:53,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-10-25 20:22:53,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-10-26 06:33:13,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-26 18:40:35,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-27 06:13:07,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-27 06:22:47,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-27 06:43:08,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-27 18:19:39,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-30 10:15:54,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-30 16:23:20,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-10-30 16:42:21,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-10-30 22:01:56,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-10-31 04:46:53,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-02 18:17:16,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-02 18:21:26,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-03 18:18:50,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-03 23:55:26,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-04 19:13:36,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-05 06:27:17,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-05 17:22:28,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-05 17:34:28,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-05 17:41:08,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-05 18:21:59,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-05 19:12:40,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-05 20:07:01,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-05 20:24:01,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-05 22:15:13,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-05 23:15:44,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-05 23:25:54,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-05 23:26:14,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-06 00:37:05,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-06 00:37:05,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-06 06:44:32,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-06 06:54:32,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-06 07:43:33,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-06 08:44:34,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-06 09:16:54,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-06 09:25:24,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-09 04:20:12,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-09 04:40:32,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-09 05:11:03,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-09 05:21:53,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-09 07:18:25,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-09 07:18:45,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-13 05:49:51,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-13 18:10:43,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-13 20:23:46,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-13 20:30:36,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-13 20:37:06,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-13 21:18:07,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-13 21:37:57,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-13 21:37:57,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-13 22:12:37,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-13 22:12:57,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-13 22:18:58,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-13 22:22:38,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-14 09:18:39,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-14 18:08:28,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-14 18:18:38,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-14 19:17:49,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-14 19:42:39,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-14 19:52:39,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-14 20:12:40,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-14 20:22:40,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-14 22:41:02,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-14 22:51:12,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-14 23:11:33,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-15 01:57:45,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-15 02:17:46,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-15 06:52:40,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-15 06:58:41,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-15 07:19:01,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-15 07:25:01,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-15 08:09:42,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-15 23:15:37,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-16 03:52:12,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-16 06:27:34,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-16 18:22:36,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-17 01:34:14,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-17 18:05:20,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-17 23:34:46,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-19 18:10:29,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-19 18:17:29,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-21 11:39:51,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-21 16:42:06,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-22 11:51:45,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-23 06:03:04,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-23 07:01:25,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-23 07:45:35,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-24 09:09:21,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-24 09:14:01,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-24 09:16:01,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-11-24 09:20:31,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-25 15:47:52,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-25 16:48:13,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-26 07:00:37,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-27 16:38:01,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-28 13:47:33,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-28 14:27:33,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-28 14:47:34,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-28 15:07:34,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-30 07:01:14,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-30 14:41:42,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-30 15:40:03,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-11-30 15:48:23,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-12-01 13:06:35,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-12-01 13:09:25,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-12-02 13:48:50,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-12-02 17:01:03,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-12-03 10:11:10,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-12-03 10:13:20,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-12-04 07:00:41,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-12-04 07:04:11,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-12-04 09:22:34,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-12-04 10:05:24,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-12-04 12:49:57,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-12-04 12:55:57,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-12-04 13:00:17,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-12-04 13:20:48,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-12-10 09:19:29,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-12-10 09:21:39,0.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-12-11 09:09:43,1.0,binary
AHU-4 EconMd,AHU-4 EconMd,2020-12-11 10:47:45,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-12-11 15:02:49,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-12-11 15:08:49,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-12-11 15:38:30,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-12-11 15:48:30,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-12-13 12:13:45,1.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-12-13 17:01:09,0.0,binary
AHU-4 HrwClgMd,AHU-4 HrwClgMd,2020-12-13 17:01:29,1.0,binary
